1	-2763	1007	-1120	1656
2	-1215	2534	1092	2445
3	1597	1108	2182	157
4	-1483	1870	-482	820
5	646	-70	2835	-189
6	-482	820	-443	-932
7	1092	2445	2201	2811
8	-1215	2534	-4058	2821
9	-2763	1007	-2632	-209
10	-1017	-2260	-700	-1735
11	-3811	-179	-3018	-873
12	3469	2385	3638	1642
13	641	3371	605	1621
14	1141	-3483	1998	-1912
15	-157	-447	-1808	-2049
16	-3405	3332	-3898	1766
17	2674	934	2942	1879
18	-1345	-1971	-3038	-405
19	-2995	-645	-2431	468
20	1164	412	1221	-659
